"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"0457","Teaching LTLf Satisfiability Checking to Neural Networks","Weilin Luo, Hai Wan, Jianfeng Du, Xiaoda Li, Yuze Fu, Rongzhen Ye, Delong Zhang","","['Machine Learning: Representation learning']","@inproceedings{ijcai2022p457,   title     = {Teaching LTLf Satisfiability Checking to Neural Networks},   author    = {Luo, Weilin and Wan, Hai and Du, Jianfeng and Li, Xiaoda and Fu, Yuze and Ye, Rongzhen and Zhang, Delong},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3292--3298},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/457},   url       = {https://doi.org/10.24963/ijcai.2022/457}, }","Linear temporal logic over finite traces (LTLf) satisfiability checking is a fundamental and hard (PSPACE-complete) problem in the artificial intelligence community. We explore teaching end-to-end neural networks to check satisfiability in polynomial time. It is a challenge to characterize the syntactic and semantic features of LTLf via neural networks. To tackle this challenge, we propose LTLfNet, a recursive neural network that captures syntactic features of LTLf by recursively combining the embeddings of sub-formulae. LTLfNet models permutation invariance and sequentiality in the semantics of LTLf through different aggregation mechanisms of sub-formulae. Experimental results demonstrate that LTLfNet achieves good performance in synthetic datasets and generalizes across large-scale datasets. They also show that LTLfNet is competitive with state-of-the-art symbolic approaches such as nuXmv and CDLSC.","https://www.ijcai.org/proceedings/2022/0457.pdf"
"0458","Towards Robust Unsupervised Disentanglement of Sequential Data — A Case Study Using Music Audio","Yin-Jyun Luo, Sebastian Ewert, Simon Dixon","","['Machine Learning: Unsupervised Learning', 'Machine Learning: Representation learning', 'Machine Learning: Explainable/Interpretable Machine Learning', 'Machine Learning: Time-series; Data Streams', 'Machine Learning: Autoencoders']","@inproceedings{ijcai2022p458,   title     = {Towards Robust Unsupervised Disentanglement of Sequential Data — A Case Study Using Music Audio},   author    = {Luo, Yin-Jyun and Ewert, Sebastian and Dixon, Simon},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3299--3305},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/458},   url       = {https://doi.org/10.24963/ijcai.2022/458}, }","Disentangled sequential autoencoders (DSAEs) represent a class of probabilistic graphical models that describes an observed sequence with dynamic latent variables and a static latent variable. The former encode information at a frame rate identical to the observation, while the latter globally governs the entire sequence. This introduces an inductive bias and facilitates unsupervised disentanglement of the underlying local and global factors. In this paper, we show that the vanilla DSAE suffers from being sensitive to the choice of model architecture and capacity of the dynamic latent variables, and is prone to collapse the static latent variable. As a countermeasure, we propose TS-DSAE, a two-stage training framework that first learns sequence-level prior distributions, which are subsequently employed to regularise the model and facilitate auxiliary objectives to promote disentanglement. The proposed framework is fully unsupervised and robust against the global factor collapse problem across a wide range of model configurations. It also avoids typical solutions such as adversarial training which usually involves laborious parameter tuning, and domain-specific data augmentation. We conduct quantitative and qualitative evaluations to demonstrate its robustness in terms of disentanglement on both artificial and real-world music audio datasets.","https://www.ijcai.org/proceedings/2022/0458.pdf"
"0459","Deep Graph Matching for Partial Label Learning","Gengyu Lyu, Yanan Wu, Songhe Feng","","['Machine Learning: Multi-label']","@inproceedings{ijcai2022p459,   title     = {Deep Graph Matching for Partial Label Learning},   author    = {Lyu, Gengyu and Wu, Yanan and Feng, Songhe},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3306--3312},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/459},   url       = {https://doi.org/10.24963/ijcai.2022/459}, }","Partial Label Learning (PLL) aims to learn from training data where each instance is associated with a set of candidate labels, among which only one is correct. In this paper, we formulate the task of PLL problem as an ``instance-label'' matching selection problem, and propose a DeepGNN-based graph matching PLL approach to solve it. Specifically, we first construct all instances and labels as graph nodes into two different graphs respectively, and then integrate them into a unified matching graph by connecting each instance to its candidate labels. Afterwards, the graph attention mechanism is adopted to aggregate and update all nodes state on the instance graph to form structural representations for each instance. Finally, each candidate label is embedded into its corresponding instance and derives a matching affinity score for each instance-label correspondence with a progressive cross-entropy loss. Extensive experiments on various data sets have demonstrated the superiority of our proposed method.","https://www.ijcai.org/proceedings/2022/0459.pdf"
"0460","Locally Normalized Soft Contrastive Clustering for Compact Clusters","Xin Ma, Won Hwa Kim","","['Machine Learning: Clustering', 'Computer Vision: Representation Learning', 'Machine Learning: Unsupervised Learning']","@inproceedings{ijcai2022p460,   title     = {Locally Normalized Soft Contrastive Clustering for Compact Clusters},   author    = {Ma, Xin and Kim, Won Hwa},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3313--3320},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/460},   url       = {https://doi.org/10.24963/ijcai.2022/460}, }","Recent deep clustering algorithms take advantage of self-supervised learning and self-training techniques to map the original data into a latent space, where the data embedding and clustering assignment can be jointly optimized. However, as many recent datasets are enormous and noisy, getting a clear boundary between different clusters is challenging with existing methods that mainly focus on contracting similar samples together and overlooking samples near boundary of clusters in the latent space. In this regard, we propose an end-to-end deep clustering algorithm, i.e., Locally Normalized Soft Contrastive Clustering (LNSCC). It takes advantage of similarities among each sample's local neighborhood and globally disconnected samples to leverage positiveness and negativeness of sample pairs in a contrastive way to separate different clusters. Experimental results on various datasets illustrate that our proposed approach achieves outstanding clustering performance over most of the state-of-the-art clustering methods for both image and non-image data even without convolution.","https://www.ijcai.org/proceedings/2022/0460.pdf"
"0461","Game Redesign in No-regret Game Playing","Yuzhe Ma, Young Wu, Xiaojin Zhu","","['Machine Learning: Adversarial Machine Learning', 'Agent-based and Multi-agent Systems: Multi-agent Learning']","@inproceedings{ijcai2022p461,   title     = {Game Redesign in No-regret Game Playing},   author    = {Ma, Yuzhe and Wu, Young and Zhu, Xiaojin},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3321--3327},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/461},   url       = {https://doi.org/10.24963/ijcai.2022/461}, }","We study the game redesign problem in which an external designer has the ability to change the payoff function in each round, but incurs a design cost for deviating from the original game. The players apply no-regret learning algorithms to repeatedly play the changed games with limited feedback. The goals of the designer are to (i) incentivize players to take a specific target action profile frequently; (ii) incur small cumulative design cost. We present game redesign algorithms with the guarantee that the target action profile is played in T-o(T) rounds while incurring only o(T) cumulative design cost. Simulations on four classic games confirm the ef- fectiveness of our proposed redesign algorithms.","https://www.ijcai.org/proceedings/2022/0461.pdf"
"0462","COMET Flows: Towards Generative Modeling of Multivariate Extremes and Tail Dependence","Andrew McDonald, Pang-Ning Tan, Lifeng Luo","","['Machine Learning: Probabilistic Machine Learning', 'Data Mining: Mining Spatial and/or Temporal Data', 'Machine Learning: Applications', 'Machine Learning: Unsupervised Learning', 'Multidisciplinary Topics and Applications: Physical Science']","@inproceedings{ijcai2022p462,   title     = {COMET Flows: Towards Generative Modeling of Multivariate Extremes and Tail Dependence},   author    = {McDonald, Andrew and Tan, Pang-Ning and Luo, Lifeng},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3328--3334},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/462},   url       = {https://doi.org/10.24963/ijcai.2022/462}, }","Normalizing flows—a popular class of deep generative models—often fail to represent extreme phenomena observed in real-world processes. In particular, existing normalizing flow architectures struggle to model multivariate extremes, characterized by heavy-tailed marginal distributions and asymmetric tail dependence among variables. In light of this shortcoming, we propose COMET (COpula Multivariate ExTreme) Flows, which decompose the process of modeling a joint distribution into two parts: (i) modeling its marginal distributions, and (ii) modeling its copula distribution. COMET Flows capture heavy-tailed marginal distributions by combining a parametric tail belief at extreme quantiles of the marginals with an empirical kernel density function at mid-quantiles. In addition, COMET Flows capture asymmetric tail dependence among multivariate extremes by viewing such dependence as inducing a low-dimensional manifold structure in feature space. Experimental results on both synthetic and real-world datasets demonstrate the effectiveness of COMET flows in capturing both heavy-tailed marginals and asymmetric tail dependence compared to other state-of-the-art baseline architectures. All code is available at https://github.com/andrewmcdonald27/COMETFlows.","https://www.ijcai.org/proceedings/2022/0462.pdf"
"0463","Tessellation-Filtering ReLU Neural Networks","Bernhard A. Moser, Michal Lewandowski, Somayeh Kargaran, Werner Zellinger, Battista Biggio, Christoph Koutschan","","['Machine Learning: Theory of Deep Learning', 'Machine Learning: Learning Theory']","@inproceedings{ijcai2022p463,   title     = {Tessellation-Filtering ReLU Neural Networks},   author    = {Moser, Bernhard A. and Lewandowski, Michal and Kargaran, Somayeh and Zellinger, Werner and Biggio, Battista and Koutschan, Christoph},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3335--3341},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/463},   url       = {https://doi.org/10.24963/ijcai.2022/463}, }","We identify tessellation-filtering  ReLU  neural networks that, when composed with another ReLU network, keep its non-redundant tessellation unchanged or reduce it.The additional network complexity modifies the shape  of the decision surface without increasing the number of linear regions. We provide a mathematical understanding of the related additional expressiveness by means of a novel measure of shape complexity by counting deviations from convexity which results in a Boolean algebraic characterization of this special class.  A local representation theorem gives rise to novel approaches for pruning and decision surface analysis.","https://www.ijcai.org/proceedings/2022/0463.pdf"
"0464","A Few Seconds Can Change Everything: Fast Decision-based Attacks against DNNs","Ningping Mou, Baolin Zheng, Qian Wang, Yunjie Ge, Binqing Guo","","['Machine Learning: Adversarial Machine Learning', 'Computer Vision: Adversarial learning, adversarial attack and defense methods']","@inproceedings{ijcai2022p464,   title     = {A Few Seconds Can Change Everything: Fast Decision-based Attacks against DNNs},   author    = {Mou, Ningping and Zheng, Baolin and Wang, Qian and Ge, Yunjie and Guo, Binqing},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3342--3350},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/464},   url       = {https://doi.org/10.24963/ijcai.2022/464}, }","Previous researches have demonstrated deep learning models' vulnerabilities to decision-based adversarial attacks, which craft adversarial examples based solely on information from output decisions (top-1 labels). However, existing decision-based attacks have two major limitations, i.e., expensive query cost and being easy to detect. To bridge the gap and enlarge real threats to commercial applications, we propose a novel and efficient decision-based attack against black-box models, dubbed FastDrop, which only requires a few queries and work well under strong defenses. The crux of the innovation is that, unlike existing adversarial attacks that rely on gradient estimation and additive noise, FastDrop generates adversarial examples by dropping information in the frequency domain. Extensive experiments on three datasets demonstrate that FastDrop can escape the detection of the state-of-the-art (SOTA) black-box defenses and reduce the number of queries by 13~133× under the same level of perturbations compared with the SOTA attacks. FastDrop only needs 10~20 queries to conduct an attack against various black-box models within 1s. Besides, on commercial vision APIs provided by Baidu and Tencent, FastDrop achieves an attack success rate (ASR) of 100% with 10 queries on average, which poses a real and severe threat to real-world applications.","https://www.ijcai.org/proceedings/2022/0464.pdf"
"0465","Escaping Feature Twist: A Variational Graph Auto-Encoder for Node Clustering ","Nairouz Mrabah, Mohamed Bouguessa, Riadh Ksantini","","['Machine Learning: Unsupervised Learning', 'Machine Learning: Autoencoders', 'Machine Learning: Clustering', 'Machine Learning: Representation learning', 'Machine Learning: Self-supervised Learning']","@inproceedings{ijcai2022p465,   title     = {Escaping Feature Twist: A Variational Graph Auto-Encoder for Node Clustering },   author    = {Mrabah, Nairouz and Bouguessa, Mohamed and Ksantini, Riadh},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3351--3357},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/465},   url       = {https://doi.org/10.24963/ijcai.2022/465}, }","Most recent graph clustering methods rely on pretraining graph auto-encoders using self-supervision techniques (pretext task) and finetuning based on pseudo-supervision (main task). However, the transition from self-supervision to pseudo-supervision has never been studied from a geometric perspective. Herein, we establish the first systematic exploration of the latent manifolds' geometry under the deep clustering paradigm; we study the evolution of their intrinsic dimension and linear intrinsic dimension. We find that the embedded manifolds undergo coarse geometric transformations under the transition regime: from curved low-dimensional to flattened higher-dimensional. Moreover, we find that this inappropriate flattening leads to clustering deterioration by twisting the curved structures. To address this problem, which we call Feature Twist, we propose a variational graph auto-encoder that can smooth the local curves before gradually flattening the global structures. Our results show a notable improvement over multiple state-of-the-art approaches by escaping Feature Twist.","https://www.ijcai.org/proceedings/2022/0465.pdf"
"0466","Composing Neural Learning and Symbolic Reasoning with an Application to Visual Discrimination","Adithya Murali, Atharva Sehgal, Paul Krogmeier, P. Madhusudan","","['Machine Learning: Neuro-Symbolic Methods', 'Computer Vision: Visual reasoning and symbolic representation', 'Machine Learning: Explainable/Interpretable Machine Learning', 'Machine Learning: Few-shot learning', 'AI Ethics, Trust, Fairness: Trustworthy AI']","@inproceedings{ijcai2022p466,   title     = {Composing Neural Learning and Symbolic Reasoning with an Application to Visual Discrimination},   author    = {Murali, Adithya and Sehgal, Atharva and Krogmeier, Paul and Madhusudan, P.},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3358--3365},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/466},   url       = {https://doi.org/10.24963/ijcai.2022/466}, }","We consider the problem of combining machine learning models to perform higher-level cognitive tasks with clear specifications. We propose the novel problem of Visual Discrimination Puzzles (VDP) that requires finding interpretable discriminators that classify images according to a logical specification. Humans can solve these puzzles with ease and they give robust, verifiable, and interpretable discriminators as answers. We propose a compositional neurosymbolic framework that combines a neural network to detect objects and relationships with a symbolic learner that finds interpretable discriminators. We create large classes of VDP datasets involving natural and artificial images and show that our neurosymbolic framework performs favorably compared to several purely neural approaches.","https://www.ijcai.org/proceedings/2022/0466.pdf"
"0467","Certified Robustness via Randomized Smoothing over Multiplicative Parameters of Input Transformations","Nikita Muravev, Aleksandr Petiushko","","['Machine Learning: Robustness', 'Machine Learning: Classification']","@inproceedings{ijcai2022p467,   title     = {Certified Robustness via Randomized Smoothing over Multiplicative Parameters of Input Transformations},   author    = {Muravev, Nikita and Petiushko, Aleksandr},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3366--3372},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/467},   url       = {https://doi.org/10.24963/ijcai.2022/467}, }","Currently the most popular method of providing robustness certificates is randomized smoothing where an input is smoothed via some probability distribution. We propose a novel approach to randomized smoothing over multiplicative parameters. Using this method we construct certifiably robust classifiers with respect to a gamma correction perturbation and compare the result with classifiers obtained via other smoothing distributions (Gaussian, Laplace, uniform). The experiments show that asymmetrical Rayleigh distribution allows to obtain better certificates for some values of perturbation parameters. To the best of our knowledge it is the first work concerning certified robustness against the multiplicative gamma correction transformation and the first to study effects of asymmetrical distributions in randomized smoothing.","https://www.ijcai.org/proceedings/2022/0467.pdf"
"0468","Weakly-supervised Text Classification with Wasserstein Barycenters Regularization","Jihong Ouyang, Yiming Wang, Ximing Li, Changchun Li","","['Machine Learning: Classification', 'Machine Learning: Weakly Supervised Learning', 'Natural Language Processing: Text Classification']","@inproceedings{ijcai2022p468,   title     = {Weakly-supervised Text Classification with Wasserstein Barycenters Regularization},   author    = {Ouyang, Jihong and Wang, Yiming and Li, Ximing and Li, Changchun},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3373--3379},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/468},   url       = {https://doi.org/10.24963/ijcai.2022/468}, }","Weakly-supervised text classification aims to train predictive models with unlabeled texts and a few representative words of classes, referred to as category words, rather than labeled texts. These weak supervisions are much more cheaper and easy to collect in real-world scenarios. To resolve this task, we propose a novel deep classification model, namely Weakly-supervised Text Classification with Wasserstein Barycenter Regularization (WTC-WBR). Specifically, we initialize the pseudo-labels of texts by using the category word occurrences, and formulate a weakly self-training framework to iteratively update the weakly-supervised targets by combining the pseudo-labels with the sharpened predictions. Most importantly, we suggest a Wasserstein barycenter regularization with the weakly-supervised targets on the deep feature space. The intuition is that the texts tend to be close to the corresponding Wasserstein barycenter indicated by weakly-supervised targets. Another benefit is that the regularization can capture the geometric information of deep feature space to boost the discriminative power of deep features. Experimental results demonstrate that WTC-WBR outperforms the existing weakly-supervised baselines, and achieves comparable performance to semi-supervised and supervised baselines.","https://www.ijcai.org/proceedings/2022/0468.pdf"
"0469","Search-based Reinforcement Learning through Bandit Linear Optimization","Milan Peelman, Antoon Bronselaer, Guy De Tré","","['Machine Learning: Reinforcement Learning', 'Agent-based and Multi-agent Systems: Algorithmic Game Theory', 'Search: Game Playing']","@inproceedings{ijcai2022p469,   title     = {Search-based Reinforcement Learning through Bandit Linear Optimization},   author    = {Peelman, Milan and Bronselaer, Antoon and De Tré, Guy},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3380--3386},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/469},   url       = {https://doi.org/10.24963/ijcai.2022/469}, }","The development of AlphaZero was a breakthrough in search-based reinforcement learning, by employing a given world model in a Monte-Carlo tree search (MCTS) algorithm to incrementally learn both an action policy and a value estimation. When extending this paradigm to the setting of simultaneous move games we find that the selection strategy of AlphaZero has theoretical shortcomings, including that convergence to a Nash equilibrium is not guaranteed. By analyzing these shortcomings, we find that the selection strategy corresponds to an approximated version of bandit linear optimization using Tsallis entropy regularization with α parameter set to zero, which is equivalent to log-barrier regularization. This observation allows us to refine the search method used by AlphaZero to obtain an algorithm that has theoretically optimal regret as well as superior empirical performance on our evaluation benchmark.","https://www.ijcai.org/proceedings/2022/0469.pdf"
"0470","On the Optimization of Margin Distribution","Meng-Zhang Qian, Zheng Ai, Teng Zhang, Wei Gao","","['Machine Learning: Learning Theory', 'Machine Learning: Classification']","@inproceedings{ijcai2022p470,   title     = {On the Optimization of Margin Distribution},   author    = {Qian, Meng-Zhang and Ai, Zheng and Zhang, Teng and Gao, Wei},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3387--3393},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/470},   url       = {https://doi.org/10.24963/ijcai.2022/470}, }","Margin has played an important role on the design and analysis of learning algorithms during the past years, mostly working with the maximization of the minimum margin. Recent years have witnessed the increasing empirical studies on the optimization of margin distribution according to different statistics such as medium margin, average margin, margin variance, etc., whereas there is a relative paucity of theoretical understanding.In this work, we take one step on this direction by providing a new generalization error bound, which is heavily relevant to margin distribution by incorporating ingredients such as average margin and semi-variance, a new margin statistics for the characterization of margin distribution. Inspired by the theoretical findings, we propose the MSVMAv, an efficient approach to achieve better performance by optimizing margin distribution in terms of its empirical average margin and semi-variance. We finally conduct extensive experiments to show the superiority of the proposed MSVMAv approach.","https://www.ijcai.org/proceedings/2022/0470.pdf"
"0471","Understanding the Limits of Poisoning Attacks in Episodic Reinforcement Learning","Anshuka Rangi, Haifeng Xu, Long Tran-Thanh, Massimo Franceschetti","","['Machine Learning: Online Learning', 'Machine Learning: Reinforcement Learning']","@inproceedings{ijcai2022p471,   title     = {Understanding the Limits of Poisoning Attacks in Episodic Reinforcement Learning},   author    = {Rangi, Anshuka and Xu, Haifeng and Tran-Thanh, Long and Franceschetti, Massimo},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3394--3400},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/471},   url       = {https://doi.org/10.24963/ijcai.2022/471}, }","To understand the security threats to reinforcement learning (RL) algorithms,  this paper studies poisoning attacks to manipulate any order-optimal learning algorithm towards a targeted policy in episodic RL and examines the potential damage of two natural types of poisoning attacks, i.e., the manipulation of reward or action. We discover that the effect of attacks crucially depends on whether the rewards are bounded or unbounded. In bounded reward settings, we show that only reward manipulation or only action manipulation cannot guarantee a successful attack. However,  by combining reward and action manipulation,  the adversary can manipulate any order-optimal learning algorithm to follow any targeted policy with \Theta(\sqrt{T})  total attack cost, which is order-optimal, without any knowledge of the underlying MDP. In contrast, in unbounded reward settings, we show that reward manipulation attacks are sufficient for an adversary to successfully manipulate any order-optimal learning algorithm to follow any targeted policy using \tilde{O}(\sqrt{T}) amount of contamination. Our results reveal useful insights about what can or cannot be achieved by poisoning attacks, and are set to spur more work on the design of robust RL algorithms.","https://www.ijcai.org/proceedings/2022/0471.pdf"
"0472","Multi-Armed Bandit Problem with Temporally-Partitioned Rewards: When Partial Feedback Counts","Giulia Romano, Andrea Agostini, Francesco Trovò, Nicola Gatti, Marcello Restelli","","['Machine Learning: Online Learning']","@inproceedings{ijcai2022p472,   title     = {Multi-Armed Bandit Problem with Temporally-Partitioned Rewards: When Partial Feedback Counts},   author    = {Romano, Giulia and Agostini, Andrea and Trovò, Francesco and Gatti, Nicola and Restelli, Marcello},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3401--3407},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/472},   url       = {https://doi.org/10.24963/ijcai.2022/472}, }","There is a rising interest in industrial online applications where data becomes available sequentially. Inspired by the recommendation of playlists to users where their preferences can be collected during the listening of the entire playlist, we study a novel bandit setting, namely Multi-Armed Bandit with Temporally-Partitioned Rewards (TP-MAB), in which the stochastic reward associated with the pull of an arm is partitioned over a finite number of consecutive rounds following the pull. This setting, unexplored so far to the best of our knowledge, is a natural extension of delayed-feedback bandits to the case in which rewards may be dilated over a finite-time span after the pull instead of being fully disclosed in a single, potentially delayed round. We provide two algorithms to address TP-MAB problems, namely, TP-UCB-FR and TP-UCB-EW, which exploit the partial information disclosed by the reward collected over time. We show that our algorithms provide better asymptotical regret upper bounds than delayed-feedback bandit algorithms when a property characterizing a broad set of reward structures of practical interest, namely α-smoothness, holds. We also empirically evaluate their performance across a wide range of settings, both synthetically generated and from a real-world media recommendation problem.","https://www.ijcai.org/proceedings/2022/0472.pdf"
"0473","Markov Abstractions for PAC Reinforcement Learning in Non-Markov Decision Processes","Alessandro Ronca, Gabriel Paludo Licks, Giuseppe De Giacomo","","['Machine Learning: Reinforcement Learning', 'Planning and Scheduling: Markov Decisions Processes', 'Knowledge Representation and Reasoning: Reasoning about actions', 'Agent-based and Multi-agent Systems: Formal Verification, Validation and Synthesis']","@inproceedings{ijcai2022p473,   title     = {Markov Abstractions for PAC Reinforcement Learning in Non-Markov Decision Processes},   author    = {Ronca, Alessandro and Paludo Licks, Gabriel and De Giacomo, Giuseppe},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3408--3415},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/473},   url       = {https://doi.org/10.24963/ijcai.2022/473}, }","Our work aims at developing reinforcement learning algorithms that do not rely on the Markov assumption. We consider the class of Non-Markov Decision Processes where histories can be abstracted into a finite set of states while preserving the dynamics. We call it a Markov abstraction since it induces a Markov Decision Process over a set of states that encode the non-Markov dynamics. This phenomenon underlies the recently introduced Regular Decision Processes (as well as POMDPs where only a finite number of belief states is reachable). In all such kinds of decision process, an agent that uses a Markov abstraction can rely on the Markov property to achieve optimal behaviour. We show that Markov abstractions can be learned during reinforcement learning. Our approach combines automata learning and classic reinforcement learning. For these two tasks, standard algorithms can be employed. We show that our approach has PAC guarantees when the employed algorithms have PAC guarantees, and we also provide an experimental evaluation.","https://www.ijcai.org/proceedings/2022/0473.pdf"
"0474","PAnDR: Fast Adaptation to New Environments from Offline Experiences via Decoupling Policy and Environment Representations","Tong Sang, Hongyao Tang, Yi Ma, Jianye Hao, Yan Zheng, Zhaopeng Meng, Boyan Li, Zhen Wang","","['Machine Learning: Deep Reinforcement Learning', 'Machine Learning: Reinforcement Learning']","@inproceedings{ijcai2022p474,   title     = {PAnDR: Fast Adaptation to New Environments from Offline Experiences via Decoupling Policy and Environment Representations},   author    = {Sang, Tong and Tang, Hongyao and Ma, Yi and Hao, Jianye and Zheng, Yan and Meng, Zhaopeng and Li, Boyan and Wang, Zhen},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {3416--3422},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/474},   url       = {https://doi.org/10.24963/ijcai.2022/474}, }","Deep Reinforcement Learning (DRL) has been a promising solution to many complex decision-making problems. Nevertheless, the notorious weakness in generalization among environments prevent widespread application of DRL agents in real-world scenarios. Although advances have been made recently, most prior works assume sufficient online interaction on training environments, which can be costly in practical cases.To this end, we focus on an offline-training-online-adaptation setting,in which the agent first learns from offline experiences collected in environments with different dynamics and then performs online policy adaptation in environments with new dynamics. In this paper, we propose Policy Adaptation with Decoupled Representations (PAnDR) for fast policy adaptation.In offline training phase, the environment representation and policy representation are learned through contrastive learning and policy recovery, respectively. The representations are further refined by mutual information optimization to make them more decoupled and complete. With learned representations, a Policy-Dynamics Value Function (PDVF)  network is trained to approximate the values for different combinations of policies and environments from offline experiences. In online adaptation phase, with the environment context inferred from few experiences collected in new environments, the policy is optimized by gradient ascent with respect to the PDVF. Our experiments show that PAnDR outperforms existing algorithms in several representative policy adaptation problems.","https://www.ijcai.org/proceedings/2022/0474.pdf"
