"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"25981","On Solution Functions of Optimization: Universal Approximation and Covering Number Bounds","['Ming Jin', 'Vanshaj Khattar', 'Harshal Kaushik', 'Bilgehan Sel', 'Ruoxi Jia']","['Virginia Tech', 'Virginia Tech', 'Virginia Tech', 'Virginia Tech', 'Virginia Tech']","['ML: Optimization', 'ML: Learning Theory', 'ML: Other Foundations of Machine Learning']","Jin, M., Khattar, V., Kaushik, H., Sel, B., & Jia, R. (2023). On Solution Functions of Optimization: Universal Approximation and Covering Number Bounds. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8123-8131. https://doi.org/10.1609/aaai.v37i7.25981","Abstract 					We study the expressibility and learnability of solution functions of convex optimization and their multi-layer architectural extension. The main results are: (1) the class of solution functions of linear programming (LP) and quadratic programming (QP) is a universal approximant for the smooth model class or some restricted Sobolev space, and we characterize the rate-distortion, (2) the approximation power is investigated through a viewpoint of regression error, where information about the target function is provided in terms of data observations, (3) compositionality in the form of deep architecture with optimization as a layer is shown to reconstruct some basic functions used in numerical analysis without error, which implies that (4) a substantial reduction in rate-distortion can be achieved with a universal network architecture, and (5) we discuss the statistical bounds of empirical covering numbers for LP/QP, as well as a generic optimization problem (possibly nonconvex) by exploiting tame geometry. Our results provide the **first rigorous analysis of the approximation and learning-theoretic properties of solution functions** with implications for algorithmic design and performance guarantees.","https://ojs.aaai.org/index.php/AAAI/article/view/25981/25753"
"25982","Pointerformer: Deep Reinforced Multi-Pointer Transformer for the Traveling Salesman Problem","['Yan Jin', 'Yuandong Ding', 'Xuanhao Pan', 'Kun He', 'Li Zhao', 'Tao Qin', 'Lei Song', 'Jiang Bian']","['Huazhong University of Science and Technology', 'Huazhong University of Science and Technology', 'Huazhong University of Science and Technology', 'Huazhong University of Science and Technology', 'Microsoft Research', 'Microsoft Research Asia', 'Microsoft Research', 'Microsoft Research']","['ML: Reinforcement Learning Algorithms']","Jin, Y., Ding, Y., Pan, X., He, K., Zhao, L., Qin, T., Song, L., & Bian, J. (2023). Pointerformer: Deep Reinforced Multi-Pointer Transformer for the Traveling Salesman Problem. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8132-8140. https://doi.org/10.1609/aaai.v37i7.25982","Abstract 					Traveling Salesman Problem (TSP), as a classic routing optimization problem originally arising in the domain of transportation and logistics, has become a critical task in broader domains, such as manufacturing and biology. Recently, Deep Reinforcement Learning (DRL) has been increasingly employed to solve TSP due to its high inference efficiency. Nevertheless, most of existing end-to-end DRL algorithms only perform well on small TSP instances and can hardly generalize to large scale because of the drastically soaring memory consumption and computation time along with the enlarging problem scale. In this paper, we propose a novel end-to-end DRL approach, referred to as Pointerformer, based on multi-pointer Transformer. Particularly, Pointerformer adopts both reversible residual network in the encoder and multi-pointer network in the decoder to effectively contain memory consumption of the encoder-decoder architecture. To further improve the performance of TSP solutions, Pointerformer employs a feature augmentation method to explore the symmetries of TSP at both training and inference stages as well as an enhanced context embedding approach to include more comprehensive context information in the query. Extensive experiments on a randomly generated benchmark and a public benchmark have shown that, while achieving comparative results on most small-scale TSP instances as state-of-the-art DRL approaches do, Pointerformer can also well generalize to large-scale TSPs.","https://ojs.aaai.org/index.php/AAAI/article/view/25982/25754"
"25983","Knowledge-Constrained Answer Generation for Open-Ended Video Question Answering","['Yao Jin', 'Guocheng Niu', 'Xinyan Xiao', 'Jian Zhang', 'Xi Peng', 'Jun Yu']","['Hangzhou Dianzi University', 'Baidu Inc.', 'Baidu Inc.', 'Zhejiang International Studies University', 'College of Computer Science, Sichuan Univerisity', 'Hangzhou Dianzi University']","['ML: Multi-Instance/Multi-View Learning', 'ML: Multimodal Learning']","Jin, Y., Niu, G., Xiao, X., Zhang, J., Peng, X., & Yu, J. (2023). Knowledge-Constrained Answer Generation for Open-Ended Video Question Answering. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8141-8149. https://doi.org/10.1609/aaai.v37i7.25983","Abstract 					Open-ended Video question answering (open-ended VideoQA) aims to understand video content and question semantics to generate the correct answers. Most of the best performing models define the problem as a discriminative task of multi-label classification. In real-world scenarios, however, it is difficult to define a candidate set that includes all possible answers. In this paper, we propose a Knowledge-constrained Generative VideoQA Algorithm (KcGA) with an encoder-decoder pipeline, which enables out-of-domain answer generation through an adaptive external knowledge module and a multi-stream information control mechanism. We use ClipBERT to extract the video-question features, extract framewise object-level external knowledge from a commonsense knowledge base and compute the contextual-aware episode memory units via an attention based GRU to form the external knowledge features, and exploit multi-stream information control mechanism to fuse video-question and external knowledge features such that the semantic complementation and alignment are well achieved. We evaluate our model on two open-ended benchmark datasets to demonstrate that we can effectively and robustly generate high-quality answers without restrictions of training data.","https://ojs.aaai.org/index.php/AAAI/article/view/25983/25755"
"25984","POEM: Polarization of Embeddings for Domain-Invariant Representations","['Sang-Yeong Jo', 'Sung Whan Yoon']","['Ulsan National Institute of Science and Technology (UNIST), Republic of Korea', 'Ulsan National Institute of Science and Technology (UNIST), Republic of Korea']","['ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning', 'CV: Adversarial Attacks & Robustness', 'CV: Learning & Optimization for CV', 'CV: Representation Learning for Vision', 'ML: Adversarial Learning & Robustness', 'ML: Representation Learning']","Jo, S.-Y., & Yoon, S. W. (2023). POEM: Polarization of Embeddings for Domain-Invariant Representations. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8150-8158. https://doi.org/10.1609/aaai.v37i7.25984","Abstract 					Handling out-of-distribution samples is a long-lasting challenge for deep visual models. In particular, domain generalization (DG) is one of the most relevant tasks that aims to train a model with a generalization capability on novel domains. Most existing DG approaches share the same philosophy to minimize the discrepancy between domains by finding the domain-invariant representations. On the contrary, our proposed method called POEM acquires a strong DG capability by learning domain-invariant and domain-specific representations and polarizing them. Specifically, POEM co-trains category-classifying and domain-classifying embeddings while regularizing them to be orthogonal via minimizing the cosine-similarity between their features, i.e., the polarization of embeddings. The clear separation of embeddings suppresses domain-specific features in the domain-invariant embeddings. The concept of POEM shows a unique direction to enhance the domain robustness of representations that brings considerable and consistent performance gains when combined with existing DG methods. Extensive simulation results in popular DG benchmarks with the PACS, VLCS, OfficeHome, TerraInc, and DomainNet datasets show that POEM indeed facilitates the category-classifying embedding to be more domain-invariant.","https://ojs.aaai.org/index.php/AAAI/article/view/25984/25756"
"25985","An Efficient Algorithm for Fair Multi-Agent Multi-Armed Bandit with Low Regret","['Matthew Jones', 'Huy Nguyen', 'Thy Nguyen']","['Northeastern University', 'Northeastern University', 'Northeastern University']","['ML: Bias and Fairness', 'ML: Online Learning & Bandits']","Jones, M., Nguyen, H., & Nguyen, T. (2023). An Efficient Algorithm for Fair Multi-Agent Multi-Armed Bandit with Low Regret. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8159-8167. https://doi.org/10.1609/aaai.v37i7.25985","Abstract 					Recently a multi-agent variant of the classical multi-armed bandit was proposed to tackle fairness issues in online learning. Inspired by a long line of work in social choice and economics, the goal is to optimize the Nash social welfare instead of the total utility. Unfortunately previous algorithms either are not efficient or achieve sub-optimal regret in terms of the number of rounds. We propose a new efficient algorithm with lower regret than even previous inefficient ones. We also complement our efficient algorithm with an inefficient approach with regret that matches the lower bound for one agent. The experimental findings confirm the effectiveness of our efficient algorithm compared to the previous approaches.","https://ojs.aaai.org/index.php/AAAI/article/view/25985/25757"
"25986","Towards More Robust Interpretation via Local Gradient Alignment","['Sunghwan Joo', 'SeokHyeon Jeong', 'Juyeon Heo', 'Adrian Weller', 'Taesup Moon']","['Department of ECE, Sungkyunkwan University', 'Department of ECE, Seoul National University', 'University of Cambridge', 'University of Cambridge,\nThe Alan Turing Institute', 'Department of ECE, Seoul National University,\nASRI/INMC/IPAI/AIIS, Seoul National University']","['ML: Transparent', 'Interpretable', 'Explainable ML', 'ML: Adversarial Learning & Robustness', 'ML: Deep Neural Network Algorithms', 'PEAI: Safety', 'Robustness & Trustworthiness']","Joo, S., Jeong, S., Heo, J., Weller, A., & Moon, T. (2023). Towards More Robust Interpretation via Local Gradient Alignment. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8168-8176. https://doi.org/10.1609/aaai.v37i7.25986","Abstract 					Neural network interpretation methods, particularly feature attribution methods, are known to be fragile with respect to adversarial input perturbations.  To address this, several methods for enhancing the local smoothness of the gradient while training have been proposed for attaining robust feature attributions. However, the lack of considering the normalization of the attributions, which is essential in their visualizations, has been an obstacle to understanding and improving the robustness of feature attribution methods.  In this paper, we provide new insights by taking such normalization into account. First, we show that for every non-negative homogeneous neural network, a naive l2-robust criterion for gradients is not normalization invariant, which means that two functions with the same normalized gradient can have different values.  Second, we formulate a normalization invariant cosine distance-based criterion and derive its upper bound, which gives insight for why simply minimizing the Hessian norm at the input, as has been done in previous work, is not sufficient for attaining robust feature attribution. Finally, we propose to combine both l2 and cosine distance-based criteria as regularization terms to leverage the advantages of both in aligning the local gradient. As a result, we experimentally show that models trained with our method produce much more robust interpretations on CIFAR-10 and ImageNet-100 without significantly hurting the accuracy, compared to the recent baselines. To the best of our knowledge, this is the first work to verify the robustness of interpretation on a larger-scale dataset beyond CIFAR-10, thanks to the computational efficiency of our method.","https://ojs.aaai.org/index.php/AAAI/article/view/25986/25758"
"25987","Identifying Selection Bias from Observational Data","['David Kaltenpoth', 'Jilles Vreeken']","['CISPA Helmholtz Center for Information Security', 'CISPA Helmholtz Center for Information Security']","['ML: Causal Learning', 'RU: Causality']","Kaltenpoth, D., & Vreeken, J. (2023). Identifying Selection Bias from Observational Data. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8177-8185. https://doi.org/10.1609/aaai.v37i7.25987","Abstract 					Access to a representative sample from the population is an assumption that underpins all of machine learning. Selection effects can cause observations to instead come from a subpopulation, by which our inferences may be subject to bias.  It is therefore important to know whether or not a sample is affected by selection effects. We study under which conditions we can identify selection bias and give results for both parametric and non-parametric families of distributions. Based on these results we develop two practical methods to determine whether or not an observed sample comes from a distribution subject to selection bias. Through extensive evaluation on synthetic and real world data we verify that our methods beat the state of the art both in detecting as well as characterizing selection bias.","https://ojs.aaai.org/index.php/AAAI/article/view/25987/25759"
"25988","PIXEL: Physics-Informed Cell Representations for Fast and Accurate PDE Solvers","['Namgyu Kang', 'Byeonghyeon Lee', 'Youngjoon Hong', 'Seok-Bae Yun', 'Eunbyung Park']","['Sungkyunkwan University', 'Sungkyunkwan University', 'Sungkyunkwan University', 'Sungkyunkwan University', 'Sungkyunkwan University']","['ML: Applications', 'ML: Deep Neural Network Algorithms', 'APP: Natural Sciences']","Kang, N., Lee, B., Hong, Y., Yun, S.-B., & Park, E. (2023). PIXEL: Physics-Informed Cell Representations for Fast and Accurate PDE Solvers. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8186-8194. https://doi.org/10.1609/aaai.v37i7.25988","Abstract 					With the increases in computational power and advances in machine learning, data-driven learning-based methods have gained significant attention in solving PDEs. Physics-informed neural networks (PINNs) have recently emerged and succeeded in various forward and inverse PDE problems thanks to their excellent properties, such as flexibility, mesh-free solutions, and unsupervised training. However, their slower convergence speed and relatively inaccurate solutions often limit their broader applicability in many science and engineering domains. This paper proposes a new kind of data-driven PDEs solver, physics-informed cell representations (PIXEL), elegantly combining classical numerical methods and learning-based approaches. We adopt a grid structure from the numerical methods to improve accuracy and convergence speed and overcome the spectral bias presented in PINNs. Moreover, the proposed method enjoys the same benefits in PINNs, e.g., using the same optimization frameworks to solve both forward and inverse PDE problems and readily enforcing PDE constraints with modern automatic differentiation techniques. We provide experimental results on various challenging PDEs that the original PINNs have struggled with and show that PIXEL achieves fast convergence speed and high accuracy. Project page: https://namgyukang.github.io/PIXEL/","https://ojs.aaai.org/index.php/AAAI/article/view/25988/25760"
"25989","On the Sample Complexity of Vanilla Model-Based Offline Reinforcement Learning with Dependent Samples","['Mustafa O. Karabag', 'Ufuk Topcu']","['The University of Texas at Austin', 'University of Texas at Austin']","['ML: Reinforcement Learning Theory', 'ML: Reinforcement Learning Algorithms', 'PRS: Planning Under Uncertainty', 'PRS: Planning With Markov Models (MDPs', 'POMDPs)']","Karabag, M. O., & Topcu, U. (2023). On the Sample Complexity of Vanilla Model-Based Offline Reinforcement Learning with Dependent Samples. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8195-8202. https://doi.org/10.1609/aaai.v37i7.25989","Abstract 					Offline reinforcement learning (offline RL) considers problems where learning is performed using only previously collected samples and is helpful for the settings in which collecting new data is costly or risky. In model-based offline RL, the learner performs estimation (or optimization) using a model constructed according to the empirical transition frequencies. We analyze the sample complexity of vanilla model-based offline RL with dependent samples in the infinite-horizon discounted-reward setting. In our setting, the samples obey the dynamics of the Markov decision process and, consequently, may have interdependencies. Under no assumption of independent samples, we provide a high-probability, polynomial sample complexity bound for vanilla model-based off-policy evaluation that requires partial or uniform coverage. We extend this result to the off-policy optimization under uniform coverage. As a comparison to the model-based approach, we analyze the sample complexity of off-policy evaluation with vanilla importance sampling in the infinite-horizon setting. Finally, we provide an estimator that outperforms the sample-mean estimator for almost deterministic dynamics that are prevalent in reinforcement learning.","https://ojs.aaai.org/index.php/AAAI/article/view/25989/25761"
"25990","Communication-Efficient Collaborative Best Arm Identification","['Nikolai Karpov', 'Qin Zhang']","['Indiana University Bloomington', 'Indiana University Bloomington']","['ML: Online Learning & Bandits', 'ML: Distributed Machine Learning & Federated Learning', 'MAS: Agent Communication']","Karpov, N., & Zhang, Q. (2023). Communication-Efficient Collaborative Best Arm Identification. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8203-8210. https://doi.org/10.1609/aaai.v37i7.25990","Abstract 					We investigate top-m arm identification, a basic problem in bandit theory, in a multi-agent learning model in which agents collaborate to learn an objective function.  We are interested in designing collaborative learning algorithms that achieve maximum speedup (compared to single-agent learning algorithms) using minimum communication cost, as communication is frequently the bottleneck in multi-agent learning.  We give both algorithmic and impossibility results, and conduct a set of experiments to demonstrate the effectiveness of our algorithms.","https://ojs.aaai.org/index.php/AAAI/article/view/25990/25762"
"25991","Variable-Based Calibration for Machine Learning Classifiers","['Markelle Kelly', 'Padhraic Smyth']","['University of California, Irvine', 'University of California, Irvine']","['ML: Calibration & Uncertainty Quantification', 'ML: Bias and Fairness']","Kelly, M., & Smyth, P. (2023). Variable-Based Calibration for Machine Learning Classifiers. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8211-8219. https://doi.org/10.1609/aaai.v37i7.25991","Abstract 					The deployment of machine learning classifiers in high-stakes domains requires well-calibrated confidence scores for model predictions. In this paper we introduce the notion of variable-based calibration to characterize calibration properties of a model with respect to a variable of interest, generalizing traditional score-based metrics such as expected calibration error (ECE). In particular, we find that models with near-perfect ECE can exhibit significant miscalibration as a function of features of the data. We demonstrate this phenomenon both theoretically and in practice on multiple well-known datasets, and show that it can persist after the application of existing calibration methods. To mitigate this issue, we propose strategies for detection, visualization, and quantification of variable-based calibration error. We then examine the limitations of current score-based calibration methods and explore potential modifications. Finally, we discuss the implications of these findings, emphasizing that an understanding of calibration beyond simple aggregate measures is crucial for endeavors such as fairness and model interpretability.","https://ojs.aaai.org/index.php/AAAI/article/view/25991/25763"
"25992","Design Amortization for Bayesian Optimal Experimental Design","['Noble Kennamer', 'Steven Walton', 'Alexander Ihler']","['University of California, Irvine', 'University of Oregon', 'UC Irvine']","['ML: Probabilistic Methods', 'ML: Applications', 'ML: Bayesian Learning', 'ML: Deep Generative Models & Autoencoders']","Kennamer, N., Walton, S., & Ihler, A. (2023). Design Amortization for Bayesian Optimal Experimental Design. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8220-8227. https://doi.org/10.1609/aaai.v37i7.25992","Abstract 					Bayesian optimal experimental design is a sub-field of statistics focused on developing methods to make efficient use of experimental resources. Any potential design is evaluated in terms of a utility function, such as the (theoretically well-justified) expected information gain (EIG); unfortunately however, under most circumstances the EIG is intractable to evaluate. In this work we build off of successful variational approaches, which optimize a parameterized variational model with respect to bounds on the EIG. Past work focused on learning a new variational model from scratch for each new design considered. Here we present a novel neural architecture that allows experimenters to optimize a single variational model that can estimate the EIG for potentially infinitely many designs. To further improve computational efficiency, we also propose to train the variational model on a significantly cheaper-to-evaluate lower bound, and show empirically that the resulting model provides an excellent guide for more accurate, but expensive to evaluate  bounds on the EIG. We demonstrate the effectiveness of our technique on generalized linear models, a class of statistical models that is widely used in the analysis of controlled experiments. Experiments show that our method is able to greatly improve accuracy over existing approximation strategies, and achieve these results with far better sample efficiency.","https://ojs.aaai.org/index.php/AAAI/article/view/25992/25764"
"25993","On Error and Compression Rates for Prototype Rules","['Omer Kerem', 'Roi Weiss']","['Ben Gurion University', 'Ariel University']","['ML: Learning Theory', 'ML: Other Foundations of Machine Learning']","Kerem, O., & Weiss, R. (2023). On Error and Compression Rates for Prototype Rules. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8228-8236. https://doi.org/10.1609/aaai.v37i7.25993","Abstract 					We study the close interplay between error and compression in the non-parametric multiclass classification setting in terms of prototype learning rules. We focus in particular on a recently proposed compression-based learning rule termed OptiNet. Beyond its computational merits, this rule has been recently shown to be universally consistent in any metric instance space that admits a universally consistent rule---the first learning algorithm known to enjoy this property. However, its error and compression rates have been left open. Here we derive such rates in the case where instances reside in Euclidean space under commonly posed smoothness and tail conditions on the data distribution. We first show that OptiNet achieves non-trivial compression rates while enjoying near minimax-optimal error rates. We then proceed to study a novel general compression scheme for further compressing prototype rules that locally adapts to the noise level without sacrificing accuracy. Applying it to OptiNet, we show that under a geometric margin condition further gain in the compression rate is achieved. Experimental results comparing the performance of the various methods are presented.","https://ojs.aaai.org/index.php/AAAI/article/view/25993/25765"
"25994","CertiFair: A Framework for Certified Global Fairness of Neural Networks","['Haitham Khedr', 'Yasser Shoukry']","['University of California, Irvine', 'University of California, Irvine']","['ML: Bias and Fairness', 'ML: Adversarial Learning & Robustness']","Khedr, H., & Shoukry, Y. (2023). CertiFair: A Framework for Certified Global Fairness of Neural Networks. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8237-8245. https://doi.org/10.1609/aaai.v37i7.25994","Abstract 					We consider the problem of whether a Neural Network (NN) model satisfies global individual fairness. Individual Fairness (defined in (Dwork et al. 2012)) suggests that similar individuals with respect to a certain task are to be treated similarly by the decision model. In this work, we have two main objectives. The first is to construct a verifier which checks whether the fairness property holds for a given NN in a classification task or provides a counterexample if it is violated, i.e., the model is fair if all similar individuals are classified the same, and unfair if a pair of similar individuals are classified differently. To that end, we construct a sound and complete verifier that verifies global individual fairness properties of ReLU NN classifiers using distance-based similarity metrics. The second objective of this paper is to provide a method for training provably fair NN classifiers from unfair (biased) data. We propose a fairness loss that can be used during training to enforce fair outcomes for similar individuals. We then provide provable bounds on the fairness of the resulting NN. We run experiments on commonly used fairness datasets that are publicly available and we show that global individual fairness can be improved by 96 % without a significant drop in test accuracy.","https://ojs.aaai.org/index.php/AAAI/article/view/25994/25766"
"25995","Key Feature Replacement of In-Distribution Samples for Out-of-Distribution Detection","['Jaeyoung Kim', 'Seo Taek Kong', 'Dongbin Na', 'Kyu-Hwan Jung']","['VUNO Inc.', 'University of Illinois, Urbana-Champaign', 'VUNO Inc.', 'Samsung Advanced Institute for Health Sciences and Technology, Sungkyunkwan University']","['ML: Calibration & Uncertainty Quantification', 'ML: Classification and Regression']","Kim, J., Kong, S. T., Na, D., & Jung, K.-H. (2023). Key Feature Replacement of In-Distribution Samples for Out-of-Distribution Detection. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8246-8254. https://doi.org/10.1609/aaai.v37i7.25995","Abstract 					Out-of-distribution (OOD) detection can be used in deep learning-based applications to reject outlier samples from being unreliably classified by deep neural networks. Learning to classify between OOD and in-distribution samples is difficult because data comprising the former is extremely diverse. It has been observed that an auxiliary OOD dataset is most effective in training a ``rejection'' network when its samples are semantically similar to in-distribution images. We first deduce that OOD images are perceived by a deep neural network to be semantically similar to in-distribution samples when they share a common background, as deep networks are observed to incorrectly classify such images with high confidence. We then propose a simple yet effective Key In-distribution feature Replacement BY inpainting (KIRBY) procedure that constructs a surrogate OOD dataset by replacing class-discriminative features of in-distribution samples with marginal background features. The procedure can be implemented using off-the-shelf vision algorithms, where each step within the algorithm is shown to make the surrogate data increasingly similar to in-distribution data. Design choices in each step are studied extensively, and an exhaustive comparison with state-of-the-art algorithms demonstrates KIRBY's competitiveness on various benchmarks.","https://ojs.aaai.org/index.php/AAAI/article/view/25995/25767"
"25996","FLAME: Free-Form Language-Based Motion Synthesis & Editing","['Jihoon Kim', 'Jiseob Kim', 'Sungjoon Choi']","['Korea University', 'Kakao Brain Corp.', 'Korea University']","['ML: Deep Generative Models & Autoencoders', 'CV: Motion & Tracking']","Kim, J., Kim, J., & Choi, S. (2023). FLAME: Free-Form Language-Based Motion Synthesis & Editing. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8255-8263. https://doi.org/10.1609/aaai.v37i7.25996","Abstract 					Text-based motion generation models are drawing a surge of interest for their potential for automating the motion-making process in the game, animation, or robot industries. In this paper, we propose a diffusion-based motion synthesis and editing model named FLAME. Inspired by the recent successes in diffusion models, we integrate diffusion-based generative models into the motion domain. FLAME can generate high-fidelity motions well aligned with the given text. Also, it can edit the parts of the motion, both frame-wise and joint-wise, without any fine-tuning. FLAME involves a new transformer-based architecture we devise to better handle motion data, which is found to be crucial to manage variable-length motions and well attend to free-form text. In experiments, we show that FLAME achieves state-of-the-art generation performances on three text-motion datasets: HumanML3D, BABEL, and KIT. We also demonstrate that FLAME’s editing capability can be extended to other tasks such as motion prediction or motion in-betweening, which have been previously covered by dedicated models.","https://ojs.aaai.org/index.php/AAAI/article/view/25996/25768"
"25997","Inverse-Reference Priors for Fisher Regularization of Bayesian Neural Networks","['Keunseo Kim', 'Eun-Yeol Ma', 'Jeongman Choi', 'Heeyoung Kim']","['Samsung Advanced Institute of Technology', 'KAIST', 'KAIST', 'KAIST']","['ML: Bayesian Learning']","Kim, K., Ma, E.-Y., Choi, J., & Kim, H. (2023). Inverse-Reference Priors for Fisher Regularization of Bayesian Neural Networks. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8264-8272. https://doi.org/10.1609/aaai.v37i7.25997","Abstract 					Recent studies have shown that the generalization ability of deep neural networks (DNNs) is closely related to the Fisher information matrix (FIM) calculated during the early training phase. Several methods have been proposed to regularize the FIM for increased generalization of DNNs. However, they cannot be used directly for Bayesian neural networks (BNNs) because the variable parameters of BNNs make it difficult to calculate the FIM. To address this problem, we achieve regularization of the FIM of BNNs by specifying a new suitable prior distribution called the inverse-reference (IR) prior. To regularize the FIM, the IR prior is derived as the inverse of the reference prior that imposes minimal prior knowledge on the parameters and maximizes the trace of the FIM. We demonstrate that the IR prior can enhance the generalization ability of BNNs for large-scale data over previously used priors while providing adequate uncertainty quantifications using various benchmark image datasets and BNN structures.","https://ojs.aaai.org/index.php/AAAI/article/view/25997/25769"
"25998","Deep Visual Forced Alignment: Learning to Align Transcription with Talking Face Video","['Minsu Kim', 'Chae Won Kim', 'Yong Man Ro']","['KAIST', 'KAIST', 'KAIST']","['ML: Multimodal Learning', 'CV: Language and Vision', 'CV: Multi-modal Vision', 'SNLP: Speech and Multimodality']","Kim, M., Kim, C. W., & Ro, Y. M. (2023). Deep Visual Forced Alignment: Learning to Align Transcription with Talking Face Video. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8273-8281. https://doi.org/10.1609/aaai.v37i7.25998","Abstract 					Forced alignment refers to a technology that time-aligns a given transcription with a corresponding speech. However, as the forced alignment technologies have developed using speech audio, they might fail in alignment when the input speech audio is noise-corrupted or is not accessible. We focus on that there is another component that the speech can be inferred from, the speech video (i.e., talking face video). Since the drawbacks of audio-based forced alignment can be complemented using the visual information when the audio signal is under poor condition, we try to develop a novel video-based forced alignment method. However, different from audio forced alignment, it is challenging to develop a reliable visual forced alignment technology for the following two reasons: 1) Visual Speech Recognition (VSR) has a much lower performance compared to audio-based Automatic Speech Recognition (ASR), and 2) the translation from text to video is not reliable, so the method typically used for building audio forced alignment cannot be utilized in developing visual forced alignment. In order to alleviate these challenges, in this paper, we propose a new method that is appropriate for visual forced alignment, namely Deep Visual Forced Alignment (DVFA). The proposed DVFA can align the input transcription (i.e., sentence) with the talking face video without accessing the speech audio. Moreover, by augmenting the alignment task with anomaly case detection, DVFA can detect mismatches between the input transcription and the input video while performing the alignment. Therefore, we can robustly align the text with the talking face video even if there exist error words in the text. Through extensive experiments, we show the effectiveness of the proposed DVFA not only in the alignment task but also in interpreting the outputs of VSR models.","https://ojs.aaai.org/index.php/AAAI/article/view/25998/25770"
"25999","Better Generalized Few-Shot Learning Even without Base Data","['Seong-Woong Kim', 'Dong-Wan Choi']","['Inha University', 'Inha University']","['ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning', 'ML: Deep Neural Network Algorithms', 'ML: Meta Learning', 'ML: Representation Learning']","Kim, S.-W., & Choi, D.-W. (2023). Better Generalized Few-Shot Learning Even without Base Data. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8282-8290. https://doi.org/10.1609/aaai.v37i7.25999","Abstract 					This paper introduces and studies zero-base generalized few-shot learning (zero-base GFSL), which is an extreme yet practical version of few-shot learning problem. Motivated by the cases where base data is not available due to privacy or ethical issues, the goal of zero-base GFSL is to newly incorporate the knowledge of few samples of novel classes into a pretrained model without any samples of base classes. According to our analysis, we discover the fact that both mean and variance of the weight distribution of novel classes are not properly established, compared to those of base classes. The existing GFSL methods attempt to make the weight norms balanced, which we find help only the variance part, but discard the importance of mean of weights particularly for novel classes, leading to the limited performance in the GFSL problem even with base data. In this paper, we overcome this limitation by proposing a simple yet effective normalization method that can effectively control both mean and variance of the weight distribution of novel classes without using any base samples and thereby achieve a satisfactory performance on both novel and base classes. Our experimental results somewhat surprisingly show that the proposed zero-base GFSL method that does not utilize any base samples even outperforms the existing GFSL methods that make the best use of base data.  Our implementation is available at: https://github.com/bigdata-inha/Zero-Base-GFSL.","https://ojs.aaai.org/index.php/AAAI/article/view/25999/25771"
"26000","Learning Topology-Specific Experts for Molecular Property Prediction","['Suyeon Kim', 'Dongha Lee', 'SeongKu Kang', 'Seonghyeon Lee', 'Hwanjo Yu']","['Pohang University of Science and Technology (POSTECH)', 'University of Illinois at Urbana-Champaign (UIUC)', 'Pohang University of Science and Technology (POSTECH)', 'Pohang University of Science and Technology (POSTECH)', 'Pohang University of Science and Technology (POSTECH)']","['ML: Graph-based Machine Learning', 'ML: Bio-Inspired Learning', 'ML: Clustering', 'ML: Classification and Regression']","Kim, S., Lee, D., Kang, S., Lee, S., & Yu, H. (2023). Learning Topology-Specific Experts for Molecular Property Prediction. Proceedings of the AAAI Conference on Artificial Intelligence, 37(7), 8291-8299. https://doi.org/10.1609/aaai.v37i7.26000","Abstract 					Recently, graph neural networks (GNNs) have been successfully applied to predicting molecular properties, which is one of the most classical cheminformatics tasks with various applications. Despite their effectiveness, we empirically observe that training a single GNN model for diverse molecules with distinct structural patterns limits its prediction performance. In this paper, motivated by this observation, we propose TopExpert to leverage topology-specific prediction models (referred to as experts), each of which is responsible for each molecular group sharing similar topological semantics. That is, each expert learns topology-specific discriminative features while being trained with its corresponding topological group. To tackle the key challenge of grouping molecules by their topological patterns, we introduce a clustering-based gating module that assigns an input molecule into one of the clusters and further optimizes the gating module with two different types of self-supervision: topological semantics induced by GNNs and molecular scaffolds, respectively. Extensive experiments demonstrate that TopExpert has boosted the performance for molecular property prediction and also achieved better generalization for new molecules with unseen scaffolds than baselines. The code is available at https://github.com/kimsu55/ToxExpert.","https://ojs.aaai.org/index.php/AAAI/article/view/26000/25772"
