source,year,title,authors,keywords,index,pdf_path,awards,theoretical,implementation_url,public_datasets,total_datasets,Implementation,Data,Configuration,Experimental Procedure,Expertise
ICML,2023,Attribute-Efficient PAC Learning of Low-Degree Polynomial Threshold Functions with Nasty Noise,"Shiwei Zeng, Jie Shen",Keywords:,25186,ICML/2023/Proceedings/25186 - Attribute-Efficient PAC Learning of Low-Degree Polynomial Threshold Functions with Nasty Noise.pdf,,True,False,0,0,1,1,1,1,8
ICML,2023,Memory-Based Meta-Learning on Non-Stationary Distributions,"Tim Genewein, Gregoire Deletang, Anian Ruoss, Li Kevin Wenliang, Elliot Catt, Vincent Dutordoir, Jordi Grau-Moya, Laurent Orseau, Marcus Hutter, Joel Veness",Keywords:,23662,ICML/2023/Proceedings/23662 - Memory-Based Meta-Learning on Non-Stationary Distributions.pdf,,False,True,4,4,1,1,2,1,4
ICML,2023,Discrete Key-Value Bottleneck,"Frederik Träuble, Anirudh Goyal, Nasim Rahaman, Michael Mozer, Kenji Kawaguchi, Yoshua Bengio, Bernhard Schölkopf",Keywords:,24621,ICML/2023/Proceedings/24621 - Discrete Key-Value Bottleneck.pdf,,False,True,2,2,2,5,9,3,3
ICML,2023,Optimal Goal-Reaching Reinforcement Learning via Quasimetric Learning,"Tongzhou Wang, Antonio Torralba, Phillip Isola, Amy Zhang",Keywords:,25043,ICML/2023/Proceedings/25043 - Optimal Goal-Reaching Reinforcement Learning via Quasimetric Learning.pdf,,False,True,3,3,1,2,4,1,5
ICML,2023,"On Over-Squashing in Message Passing Neural Networks: The Impact of Width, Depth, and Topology","Francesco Di Giovanni, Lorenzo Giusti, Federico Barbero, Giulia Luise, Pietro Lió, Michael Bronstein",Keywords:,24077,"ICML/2023/Proceedings/24077 - On Over-Squashing in Message Passing Neural Networks: The Impact of Width, Depth, and Topology.pdf",,True,False,1,1,1,1,1,1,7
ICML,2023,Pruning via Sparsity-indexed ODE: a Continuous Sparsity Viewpoint,"Zhanfeng Mo, Haosen Shi, Sinno Jialin Pan",Keywords:,25197,ICML/2023/Proceedings/25197 - Pruning via Sparsity-indexed ODE: a Continuous Sparsity Viewpoint.pdf,,False,True,4,4,3,3,3,1,3
ICML,2023,Rethinking Backdoor Attacks,"Alaa Khaddaj, Guillaume Leclerc, Aleksandar Makelov, Kristian Georgiev, Hadi Salman, Andrew Ilyas, Aleksander Madry",Keywords:,23636,ICML/2023/Proceedings/23636 - Rethinking Backdoor Attacks.pdf,,False,False,1,1,10,3,1,2,5
ICML,2023,Why Target Networks Stabilise Temporal Difference Methods,"Mattie Fellows, Matthew Smith, Shimon Whiteson",Keywords:,23599,ICML/2023/Proceedings/23599 - Why Target Networks Stabilise Temporal Difference Methods.pdf,,False,False,2,2,9,1,2,1,4
ICML,2023,Predicting Ordinary Differential Equations with Transformers,"Sören Becker, Michal Klein, Alexander Neitz, Giambattista Parascandolo, Niki Kilbertus",Keywords:,23844,ICML/2023/Proceedings/23844 - Predicting Ordinary Differential Equations with Transformers.pdf,,False,True,2,3,10,2,3,1,6
ICML,2023,SeMAIL: Eliminating Distractors in Visual Imitation via Separated Models,"Shenghua Wan, Yucen Wang, Minghao Shao, Ruying Chen, De-Chuan Zhan",Keywords:,23839,ICML/2023/Proceedings/23839 - SeMAIL: Eliminating Distractors in Visual Imitation via Separated Models.pdf,,False,True,7,7,3,1,4,2,2
ICML,2024,Convergence Guarantees for the DeepWalk Embedding on Block Models,"Christopher Harker, Aditya Bhaskara",Keywords:,32686,ICML/2024/Proceedings/32686 - Convergence Guarantees for the DeepWalk Embedding on Block Models.pdf,,False,False,0,1,9,6,3,1,8
ICML,2024,Contrastive Representation for Data Filtering in Cross-Domain Offline Reinforcement Learning,"Xiaoyu Wen, Chenjia Bai, Kang Xu, Xudong Yu, Yang Zhang, Xuelong Li, Zhen Wang",Keywords:,32951,ICML/2024/Proceedings/32951 - Contrastive Representation for Data Filtering in Cross-Domain Offline Reinforcement Learning.pdf,,False,True,4,4,3,3,1,1,5
ICML,2024,Debating with More Persuasive LLMs Leads to More Truthful Answers,"Akbir Khan, John Hughes, Dan Valentine, Laura Ruis, Kshitij Sachan, Ansh Radhakrishnan, Edward Grefenstette, Samuel Bowman, Tim Rocktäschel, Ethan Perez",Keywords:,2269,ICML/2024/Proceedings/2269 - Debating with More Persuasive LLMs Leads to More Truthful Answers.pdf,Best Paper,False,True,1,1,1,2,1,1,2
ICML,2024,Randomized Confidence Bounds for Stochastic Partial Monitoring,"Maxime Heuillet, Ola Ahmad, Audrey Durand",Keywords:,32731,ICML/2024/Proceedings/32731 - Randomized Confidence Bounds for Stochastic Partial Monitoring.pdf,,False,True,2,2,3,1,2,1,6
ICML,2024,Scalable Multiple Kernel Clustering: Learning Clustering Structure from Expectation,"Weixuan Liang, En Zhu, Shengju Yu, Huiying Xu, Xinzhong Zhu, Xinwang Liu",Keywords:,33226,ICML/2024/Proceedings/33226 - Scalable Multiple Kernel Clustering: Learning Clustering Structure from Expectation.pdf,,False,False,11,11,9,3,1,3,5
ICML,2024,Rethinking Specificity in SBDD: Leveraging Delta Score and Energy-Guided Diffusion,"Bowen Gao, Minsi Ren, Yuyan Ni, Yanwen Huang, Bo Qiang, Zhiming Ma, Wei-Ying Ma, Yanyan Lan",Keywords:,34845,ICML/2024/Proceedings/34845 - Rethinking Specificity in SBDD: Leveraging Delta Score and Energy-Guided Diffusion.pdf,,False,False,1,1,9,4,7,2,6
ICML,2024,Long Is More for Alignment: A Simple but Tough-to-Beat Baseline for Instruction Fine-Tuning,"Hao Zhao, Maksym Andriushchenko, Francesco Croce, Nicolas Flammarion",Keywords:,35213,ICML/2024/Proceedings/35213 - Long Is More for Alignment: A Simple but Tough-to-Beat Baseline for Instruction Fine-Tuning.pdf,,False,True,8,8,3,2,2,1,4
ICML,2024,DySLIM: Dynamics Stable Learning by Invariant Measure for Chaotic Systems,"Yair Schiff, Zhong Yi Wan, Jeffrey Parker, Stephan Hoyer, Volodymyr Kuleshov, Fei Sha, Leonardo Zepeda-Nunez",Keywords:,35055,ICML/2024/Proceedings/35055 - DySLIM: Dynamics Stable Learning by Invariant Measure for Chaotic Systems.pdf,,False,True,2,3,1,3,3,4,6
ICML,2024,Enhancing Size Generalization in Graph Neural Networks through Disentangled Representation Learning,"Zheng Huang, Qihui Yang, Dawei Zhou, Yujun Yan",Keywords:,35203,ICML/2024/Proceedings/35203 - Enhancing Size Generalization in Graph Neural Networks through Disentangled Representation Learning.pdf,,False,True,4,4,2,1,1,1,5
ICML,2024,FairProof : Confidential and Certifiable Fairness for Neural Networks,"Chhavi Yadav, Amrita Roy Chowdhury, Dan Boneh, Kamalika Chaudhuri",Keywords:,34587,ICML/2024/Proceedings/34587 - FairProof : Confidential and Certifiable Fairness for Neural Networks.pdf,,False,True,3,3,3,3,1,1,5
ICML,2024,VideoPoet: A Large Language Model for Zero-Shot Video Generation,"Dan Kondratyuk, Lijun Yu, Xiuye Gu, Jose Lezama, Jonathan Huang, Grant Schindler, Rachel Hornung, Vighnesh N Birodkar, Jimmy Yan, Ming-Chang Chiu, Krishna Somandepalli, Hassan Akbari, Yair Alon, Yong Cheng, Joshua V Dillon, Agrim Gupta, Meera Hahn, Anja Hauth, David Hendon, Alonso Martinez, David Minnen, Mikhail Sirotenko, Kihyuk Sohn, Xuan Yang, Hartwig Adam, Ming-Hsuan Yang, Irfan Essa, Huisheng Wang, David Ross, Bryan Seybold, Lu Jiang",Keywords:,2458,ICML/2024/Proceedings/2458 - VideoPoet: A Large Language Model for Zero-Shot Video Generation.pdf,Best Paper,False,False,5,6,9,6,8,3,9
ICML,2024,Multi-Region Markovian Gaussian Process: An Efficient Method to Discover Directional Communications Across Multiple Brain Regions,"Weihan Li, Chengrui Li, Yule Wang, Anqi Wu",Keywords:,32806,ICML/2024/Proceedings/32806 - Multi-Region Markovian Gaussian Process: An Efficient Method to Discover Directional Communications Across Multiple Brain Regions.pdf,,False,True,3,3,2,3,2,1,4
ICML,2024,Automated Loss function Search for Class-imbalanced Node Classification,"Xinyu Guo, KAI WU, Xiaoyu Zhang, Jing Liu",Keywords:,34182,ICML/2024/Proceedings/34182 - Automated Loss function Search for Class-imbalanced Node Classification.pdf,,False,False,5,5,10,4,1,1,4
ICML,2024,Distinguishing the Knowable from the Unknowable with Language Models,"Gustaf Ahdritz, Tian Qin, Nikhil Vyas, Boaz Barak, Benjamin Edelman",Keywords:,32819,ICML/2024/Proceedings/32819 - Distinguishing the Knowable from the Unknowable with Language Models.pdf,,False,True,2,2,1,3,4,1,5
ICML,2024,Variational Partial Group Convolutions for Input-Aware Partial Equivariance of Rotations and Color-Shifts,"Hyunsu Kim, Ye Gon Kim, Hongseok Yang, Juho Lee",Keywords:,32678,ICML/2024/Proceedings/32678 - Variational Partial Group Convolutions for Input-Aware Partial Equivariance of Rotations and Color-Shifts.pdf,,False,True,4,4,3,3,3,5,5
ICML,2024,Scaling Rectified Flow Transformers for High-Resolution Image Synthesis,"Patrick Esser, Sumith Kulal, Andreas Blattmann, Rahim Entezari, Jonas Müller, Harry Saini, Yam Levi, Dominik Lorenz, Axel Sauer, Frederic Boesel, Dustin Podell, Tim Dockhorn, Zion English, Robin Rombach",Keywords:,2438,ICML/2024/Proceedings/2438 - Scaling Rectified Flow Transformers for High-Resolution Image Synthesis.pdf,Best Paper,False,False,3,3,9,5,7,6,10
ICML,2024,Flexible Residual Binarization for Image Super-Resolution,"Yulun Zhang, Haotong Qin, Zixiang Zhao, Xianglong Liu, Martin Danelljan, Fisher Yu",Keywords:,32619,ICML/2024/Proceedings/32619 - Flexible Residual Binarization for Image Super-Resolution.pdf,,False,False,6,6,9,4,1,3,5
ICML,2024,Dynamic Evaluation of Large Language Models by Meta Probing Agents,"Kaijie Zhu, Jindong Wang, Qinlin Zhao, Ruochen Xu, Xing Xie",Keywords:,34607,ICML/2024/Proceedings/34607 - Dynamic Evaluation of Large Language Models by Meta Probing Agents.pdf,,False,True,4,4,1,1,3,1,4
ICML,2024,Consistent Adversarially Robust Linear Classification: Non-Parametric Setting,Elvis Dohmatob,Keywords:,34236,ICML/2024/Proceedings/34236 - Consistent Adversarially Robust Linear Classification: Non-Parametric Setting.pdf,,False,False,0,2,10,6,1,1,6
ICML,2024,CaM: Cache Merging for Memory-efficient LLMs Inference,"Yuxin Zhang, Yuxuan Du, Gen Luo, Yunshan Zhong, Zhenyu Zhang, Shiwei Liu, Rongrong Ji",Keywords:,34310,ICML/2024/Proceedings/34310 - CaM: Cache Merging for Memory-efficient LLMs Inference.pdf,,False,True,10,10,3,3,1,3,5
ICML,2024,Risk Estimation in a Markov Cost Process: Lower and Upper Bounds,"Gugan Chandrashekhar Mallika Thoppe, Prashanth L.A., Sanjay Bhat",Keywords:,34863,ICML/2024/Proceedings/34863 - Risk Estimation in a Markov Cost Process: Lower and Upper Bounds.pdf,,True,False,0,0,1,1,1,1,9
ICML,2024,Differentially Private Synthetic Data via Foundation Model APIs 2: Text,"Chulin Xie, Zinan Lin, Arturs Backurs, Sivakanth Gopi, Da Yu, Huseyin Inan, Harsha Nori, Haotian Jiang, Huishuai Zhang, Yin Tat Lee, Bo Li, Sergey Yekhanin",Keywords:,34291,ICML/2024/Proceedings/34291 - Differentially Private Synthetic Data via Foundation Model APIs 2: Text.pdf,,False,True,3,3,2,1,3,1,4
ICML,2024,Hybrid Inverse Reinforcement Learning,"Juntao Ren, Gokul Swamy, Steven Wu, J. Bagnell, Sanjiban Choudhury",Keywords:,35087,ICML/2024/Proceedings/35087 - Hybrid Inverse Reinforcement Learning.pdf,,False,True,5,5,1,3,3,1,4
ICML,2024,Feel-Good Thompson Sampling for Contextual Dueling Bandits,"Xuheng Li, Heyang Zhao, Quanquan Gu",Keywords:,33221,ICML/2024/Proceedings/33221 - Feel-Good Thompson Sampling for Contextual Dueling Bandits.pdf,,False,False,0,1,9,6,3,2,7
ICML,2024,Genie: Generative Interactive Environments,"Jake Bruce, Michael Dennis, Ashley Edwards, Jack Parker-Holder, Yuge Shi, Edward Hughes, Matthew Lai, Aditi Mavalankar, Richie Steigerwald, Chris Apps, Yusuf Aytar, Sarah Bechtle, Feryal Behbahani, Stephanie Chan, Nicolas Heess, Lucy Gonzalez, Simon Osindero, Sherjil Ozair, Scott Reed, Jingwei Zhang, Konrad Zolna, Jeff Clune, Nando de Freitas, Satinder Singh, Tim Rocktäschel",Keywords:,2270,ICML/2024/Proceedings/2270 - Genie: Generative Interactive Environments.pdf,Best Paper,False,False,1,2,8,4,3,3,8
ICML,2024,Distribution Alignment Optimization through Neural Collapse for Long-tailed Classification,"Jintong Gao, He Zhao, Dandan Guo, Hongyuan Zha",Keywords:,34453,ICML/2024/Proceedings/34453 - Distribution Alignment Optimization through Neural Collapse for Long-tailed Classification.pdf,,False,True,3,3,2,3,3,3,3
ICML,2024,Outlier-aware Slicing for Post-Training Quantization in Vision Transformer,"Yuexiao Ma, Huixia Li, Xiawu Zheng, Feng Ling, Xuefeng Xiao, Rui Wang, Shilei Wen, Fei Chao, Rongrong Ji",Keywords:,33935,ICML/2024/Proceedings/33935 - Outlier-aware Slicing for Post-Training Quantization in Vision Transformer.pdf,,False,False,1,1,10,6,2,3,5
ICML,2024,Discrete Diffusion Modeling by Estimating the Ratios of the Data Distribution,"Aaron Lou, Chenlin Meng, Stefano Ermon",Keywords:,947,ICML/2024/Proceedings/947 - Discrete Diffusion Modeling by Estimating the Ratios of the Data Distribution.pdf,Best Paper,False,True,5,5,2,3,1,2,3
ICML,2024,Improving Antibody Humanness Prediction using Patent Data,"Talip Ucar, Aubin Ramon, Dino Oglic, Rebecca Croasdale-Wood, Tom Diethe, Pietro Sormanni",Keywords:,32845,ICML/2024/Proceedings/32845 - Improving Antibody Humanness Prediction using Patent Data.pdf,,False,True,4,4,1,2,2,1,2
ICML,2024,Structure Your Data: Towards Semantic Graph Counterfactuals,"Angeliki Dimitriou, Maria Lymperaiou, Giorgos Filandrianos, Konstantinos Thomas, Giorgos Stamou",Keywords:,34153,ICML/2024/Proceedings/34153 - Structure Your Data: Towards Semantic Graph Counterfactuals.pdf,,False,True,2,2,2,2,3,3,3
ICML,2024,UP2ME: Univariate Pre-training to Multivariate Fine-tuning as a General-purpose Framework for Multivariate Time Series Analysis,"Yunhao Zhang, Liu Minghao, Shengyang Zhou, Junchi Yan",Keywords:,33686,ICML/2024/Proceedings/33686 - UP2ME: Univariate Pre-training to Multivariate Fine-tuning as a General-purpose Framework for Multivariate Time Series Analysis.pdf,,False,True,8,8,1,1,3,2,5
ICML,2024,Stealing part of a production language model,"Nicholas Carlini, Daniel Paleka, Krishnamurthy Dvijotham, Thomas Steinke, Jonathan Hayase, A. Feder Cooper, Katherine Lee, Matthew Jagielski, Milad Nasr, Arthur Conmy, Eric Wallace, David Rolnick, Florian Tramer",Keywords:,2419,ICML/2024/Proceedings/2419 - Stealing part of a production language model.pdf,Best Paper,False,True,1,1,1,1,1,1,6
ICML,2024,Dissecting Multimodality in VideoQA Transformer Models by Impairing Modality Fusion,"Ishaan Rawal, Alexander Matyasko, Shantanu Jaiswal, Basura Fernando, Cheston Tan",Keywords:,33856,ICML/2024/Proceedings/33856 - Dissecting Multimodality in VideoQA Transformer Models by Impairing Modality Fusion.pdf,,False,True,6,6,1,3,1,1,4
ICML,2024,BiE: Bi-Exponent Block Floating-Point for Large Language Models Quantization,"Lancheng Zou, Wenqian Zhao, Shuo Yin, Chen Bai, Qi Sun, Bei Yu",Keywords:,34619,ICML/2024/Proceedings/34619 - BiE: Bi-Exponent Block Floating-Point for Large Language Models Quantization.pdf,,False,False,8,8,6,3,1,3,7
ICML,2024,Efficient Mixture Learning in Black-Box Variational Inference,"Alexandra Hotti, Oskar Kviman, Ricky Molén, Víctor Elvira, Jens Lagergren",Keywords:,34484,ICML/2024/Proceedings/34484 - Efficient Mixture Learning in Black-Box Variational Inference.pdf,,False,True,11,11,2,3,8,3,6
ICML,2024,H-Consistency Guarantees for Regression,"Anqi Mao, Mehryar Mohri, Yutao Zhong",Keywords:,33103,ICML/2024/Proceedings/33103 - H-Consistency Guarantees for Regression.pdf,,False,False,2,2,9,4,1,3,7
ICML,2024,QuRating: Selecting High-Quality Data for Training Language Models,"Alexander Wettig, Aatmik Gupta, Saumya Malik, Danqi Chen",Keywords:,34502,ICML/2024/Proceedings/34502 - QuRating: Selecting High-Quality Data for Training Language Models.pdf,,False,True,11,11,2,3,1,3,4
ICML,2024,MLAgentBench: Evaluating Language Agents on Machine Learning Experimentation,"Qian Huang, Jian Vora, Percy Liang, Jure Leskovec",Keywords:,35159,ICML/2024/Proceedings/35159 - MLAgentBench: Evaluating Language Agents on Machine Learning Experimentation.pdf,,False,True,13,13,1,1,1,1,3
ICML,2024,PerceptAnon: Exploring the Human Perception of Image Anonymization Beyond Pseudonymization for GDPR,"Kartik Patwari, Chen-Nee Chuah, Lingjuan Lyu, Vivek Sharma",Keywords:,35031,ICML/2024/Proceedings/35031 - PerceptAnon: Exploring the Human Perception of Image Anonymization Beyond Pseudonymization for GDPR.pdf,,False,True,0,1,9,4,10,2,4
ICML,2024,Smooth Min-Max Monotonic Networks,Christian Igel,Keywords:,33186,ICML/2024/Proceedings/33186 - Smooth Min-Max Monotonic Networks.pdf,,False,True,2,2,1,1,3,1,4
ICML,2024,Towards Scalable and Versatile Weight Space Learning,"Konstantin Schürholt, Michael Mahoney, Damian Borth",Keywords:,32815,ICML/2024/Proceedings/32815 - Towards Scalable and Versatile Weight Space Learning.pdf,,False,True,7,7,1,4,2,2,5
ICML,2024,MagicPose: Realistic Human Poses and Facial Expressions Retargeting with Identity-aware Diffusion,"Di Chang, Yichun Shi, Quankai Gao, Hongyi Xu, Jessica Fu, Guoxian Song, Qing Yan, Yizhe Zhu, Xiao Yang, Mohammad Soleymani",Keywords:,33301,ICML/2024/Proceedings/33301 - MagicPose: Realistic Human Poses and Facial Expressions Retargeting with Identity-aware Diffusion.pdf,,False,True,2,3,3,5,3,2,4
ICML,2024,"Information Complexity of Stochastic Convex Optimization: Applications to Generalization, Memorization, and Tracing","Idan Attias, Gintare Karolina Dziugaite, Mahdi Haghifam, Roi Livni, Daniel Roy",Keywords:,2406,"ICML/2024/Proceedings/2406 - Information Complexity of Stochastic Convex Optimization: Applications to Generalization, Memorization, and Tracing.pdf",Best Paper,True,False,0,0,1,1,1,1,10
ICML,2024,DiffStitch: Boosting Offline Reinforcement Learning with Diffusion-based Trajectory Stitching,"Guanghe Li, Yixiang Shan, Zhengbang Zhu, Ting Long, Weinan Zhang",Keywords:,33032,ICML/2024/Proceedings/33032 - DiffStitch: Boosting Offline Reinforcement Learning with Diffusion-based Trajectory Stitching.pdf,,False,True,3,3,3,1,3,1,4
ICML,2024,Batch Singular Value Polarization and Weighted Semantic Augmentation for Universal Domain Adaptation,"Ziqi Wang, Wei Wang, Chao Huang, Jie Wen, Cong Wang",Keywords:,32860,ICML/2024/Proceedings/32860 - Batch Singular Value Polarization and Weighted Semantic Augmentation for Universal Domain Adaptation.pdf,,False,False,3,3,8,2,8,3,8
ICML,2024,PPFLOW: Target-Aware Peptide Design with Torsional Flow Matching,"Haitao Lin, Odin Zhang, Huifeng Zhao, Dejun Jiang, Lirong Wu, Zicheng Liu, Yufei Huang, Stan Z Li",Keywords:,34898,ICML/2024/Proceedings/34898 - PPFLOW: Target-Aware Peptide Design with Torsional Flow Matching.pdf,,False,True,2,2,2,1,3,1,3
ICML,2024,On the Hardness of Probabilistic Neurosymbolic Learning,"Jaron Maene, Vincent Derkinderen, Luc De Raedt",Keywords:,32766,ICML/2024/Proceedings/32766 - On the Hardness of Probabilistic Neurosymbolic Learning.pdf,,False,True,4,4,2,2,1,1,4
ICML,2024,Probabilistic Inference in Language Models via Twisted Sequential Monte Carlo,"Stephen Zhao, Rob Brekelmans, Alireza Makhzani, Roger Grosse",Keywords:,1903,ICML/2024/Proceedings/1903 - Probabilistic Inference in Language Models via Twisted Sequential Monte Carlo.pdf,Best Paper,False,True,1,1,2,1,1,1,8
ICML,2024,Efficient PAC Learnability of Dynamical Systems Over Multilayer Networks,"Zirou Qiu, Abhijin Adiga, Madhav Marathe, S. S. Ravi, Daniel Rosenkrantz, Richard Stearns, Anil Vullikanti",Keywords:,35107,ICML/2024/Proceedings/35107 - Efficient PAC Learnability of Dynamical Systems Over Multilayer Networks.pdf,,False,True,5,5,2,2,3,1,8
IJCAI,2022,Learning and Exploiting Progress States in Greedy Best-First Search,"Patrick Ferber, Liat Cohen, Jendrik Seipp, Thomas Keller","Search: Heuristic Search, Planning and Scheduling: Learning in Planning and Scheduling, Planning and Scheduling: Search in Planning and Scheduling, Search: Search and Machine Learning",0657,IJCAI/2022/Proceedings/0657 - Learning and Exploiting Progress States in Greedy Best-First Search.pdf,,False,True,8,8,1,2,3,3,6
IJCAI,2022,IMO^3: Interactive Multi-Objective Off-Policy Optimization,"Nan Wang, Hongning Wang, Maryam Karimzadehgan, Branislav Kveton, Craig Boutilier","Machine Learning: Experimental Methodology, Machine Learning: Optimisation, Uncertainty in AI: Decision and Utility Theory, Knowledge Representation and Reasoning: Preference Modelling and Preference-Based Reasoning, Humans and AI: Human-AI Collaboration",0489,IJCAI/2022/Proceedings/0489 - IMO^3: Interactive Multi-Objective Off-Policy Optimization.pdf,,False,False,4,4,10,2,2,1,5
IJCAI,2022,Bootstrapping Informative Graph Augmentation via A Meta Learning Approach,"Hang Gao, Jiangmeng Li, Wenwen Qiang, Lingyu Si, Fuchun Sun, Changwen Zheng","Machine Learning: Self-supervised Learning, Machine Learning: Meta-Learning, Machine Learning: Representation learning, Machine Learning: Sequence and Graph Learning, Machine Learning: Unsupervised Learning",0416,IJCAI/2022/Proceedings/0416 - Bootstrapping Informative Graph Augmentation via A Meta Learning Approach.pdf,,False,True,12,12,4,3,4,2,4
IJCAI,2022,DANet: Image Deraining via Dynamic Association Learning,"Kui Jiang, Zhongyuan Wang, Zheng Wang, Peng Yi, Junjun Jiang, Jinsheng Xiao, Chia-Wen Lin","Computer Vision: Computational photography, Computer Vision: Applications, Computer Vision: Other",0137,IJCAI/2022/Proceedings/0137 - DANet: Image Deraining via Dynamic Association Learning.pdf,,False,False,8,8,9,4,6,2,5
IJCAI,2022,Low-Resource NER by Data Augmentation With Prompting,"Jian Liu, Yufeng Chen, Jinan Xu","Natural Language Processing: Information Extraction, Natural Language Processing: Knowledge Extraction",0590,IJCAI/2022/Proceedings/0590 - Low-Resource NER by Data Augmentation With Prompting.pdf,,False,True,3,3,10,2,4,1,3
IJCAI,2022,QCDCL with Cube Learning or Pure Literal Elimination - What is Best?,"Benjamin Böhm, Tomáš Peitl, Olaf Beyersdorff","Constraint Satisfaction and Optimization: Satisfiabilty, Constraint Satisfaction and Optimization: Solvers and Tools",0248,IJCAI/2022/Proceedings/0248 - QCDCL with Cube Learning or Pure Literal Elimination - What is Best?.pdf,Distinguished Paper,False,False,2,2,1,3,1,2,8
IJCAI,2022,Local Differential Privacy Meets Computational Social Choice - Resilience under Voter Deletion,"Liangde Tao, Lin Chen, Lei Xu, Weidong Shi","Multidisciplinary Topics and Applications: Security and Privacy, Agent-based and Multi-agent Systems: Computational Social Choice",0547,IJCAI/2022/Proceedings/0547 - Local Differential Privacy Meets Computational Social Choice - Resilience under Voter Deletion.pdf,,False,True,1,2,7,7,1,3,6
IJCAI,2022,Strategy Proof Mechanisms for Facility Location with Capacity Limits,Toby Walsh,"Agent-based and Multi-agent Systems: Computational Social Choice, Agent-based and Multi-agent Systems: Mechanism Design",0075,IJCAI/2022/Proceedings/0075 - Strategy Proof Mechanisms for Facility Location with Capacity Limits.pdf,,True,False,0,0,1,1,1,1,10
IJCAI,2022,Completeness and Diversity in Depth-First Proof-Number Search with Applications to Retrosynthesis,"Christopher Franz, Georg Mogk, Thomas Mrziglod, Kevin Schewior","Search: Search and Machine Learning, Agent-based and Multi-agent Systems: Algorithmic Game Theory, Multidisciplinary Topics and Applications: Life Science, Planning and Scheduling: Planning Algorithms",0658,IJCAI/2022/Proceedings/0658 - Completeness and Diversity in Depth-First Proof-Number Search with Applications to Retrosynthesis.pdf,Distinguished Paper,False,False,1,1,10,6,1,1,7
IJCAI,2022,Data-Efficient Backdoor Attacks,"Pengfei Xia, Ziqiang Li, Wei Zhang, Bin Li","Multidisciplinary Topics and Applications: Security and Privacy, AI Ethics, Trust, Fairness: Safety & Robustness",0554,IJCAI/2022/Proceedings/0554 - Data-Efficient Backdoor Attacks.pdf,,False,True,2,2,3,3,3,2,4
IJCAI,2022,Empirical Bayesian Approaches for Robust Constraint-based Causal Discovery under Insufficient Data,"Zijun Cui, Naiyu Yin, Yuru Wang, Qiang Ji","Uncertainty in AI: Graphical Models, Uncertainty in AI: Causality, Structural Causal Models and Causal Inference",0672,IJCAI/2022/Proceedings/0672 - Empirical Bayesian Approaches for Robust Constraint-based Causal Discovery under Insufficient Data.pdf,,False,False,6,6,10,5,2,1,6
IJCAI,2022,Art Creation with Multi-Conditional StyleGANs,"Konstantin Dobler, Florian Hübscher, Jan Westphal, Alejandro Sierra-Múnera, Gerard de Melo, Ralf Krestel","Application domains: Images and visual arts, Methods and resources: Machine learning, deep learning, neural models, reinforcement learning",0684,IJCAI/2022/Proceedings/0684 - Art Creation with Multi-Conditional StyleGANs.pdf,,False,False,0,1,10,6,7,1,3
IJCAI,2022,An EF2X Allocation Protocol for Restricted Additive Valuations,"Hannaneh Akrami, Rojin Rezvan, Masoud Seddighin","Agent-based and Multi-agent Systems: Algorithmic Game Theory, AI Ethics, Trust, Fairness: Fairness & Diversity",0003,IJCAI/2022/Proceedings/0003 - An EF2X Allocation Protocol for Restricted Additive Valuations.pdf,,True,False,0,0,1,1,1,1,7
IJCAI,2022,Better Embedding and More Shots for Few-shot Learning,"Ziqiu Chi, Zhe Wang, Mengping Yang, Wei Guo, Xinlei Xu","Machine Learning: Few-shot learning, Computer Vision: Transfer, low-shot, semi- and un- supervised learning, Computer Vision: Machine Learning for Vision, Machine Learning: Classification, Machine Learning: Theory of Deep Learning",0398,IJCAI/2022/Proceedings/0398 - Better Embedding and More Shots for Few-shot Learning.pdf,,False,False,3,3,10,3,3,2,3
IJCAI,2022,Heterogeneous Ensemble Knowledge Transfer for Training Large Models in Federated Learning,"Yae Jee Cho, Andre Manoel, Gauri Joshi, Robert Sim, Dimitrios Dimitriadis","Machine Learning: Ensemble Methods, Knowledge Representation and Reasoning: Applications",0399,IJCAI/2022/Proceedings/0399 - Heterogeneous Ensemble Knowledge Transfer for Training Large Models in Federated Learning.pdf,,False,False,3,3,10,5,1,7,8
IJCAI,2022,Neutral Utterances are Also Causes: Enhancing Conversational Causal Emotion Entailment with Social Commonsense Knowledge,"Jiangnan Li, Fandong Meng, Zheng Lin, Rui Liu, Peng Fu, Yanan Cao, Weiping Wang, Jie Zhou","Natural Language Processing: Sentiment Analysis and Text Mining, Natural Language Processing: Text Classification",0584,IJCAI/2022/Proceedings/0584 - Neutral Utterances are Also Causes: Enhancing Conversational Causal Emotion Entailment with Social Commonsense Knowledge.pdf,,False,True,1,1,2,1,3,3,4
IJCAI,2022,When Votes Change and Committees Should (Not),"Robert Bredereck, Till Fluschnik, Andrzej Kaczmarczyk",Agent-based and Multi-agent Systems: Computational Social Choice,0021,IJCAI/2022/Proceedings/0021 - When Votes Change and Committees Should (Not).pdf,,True,False,0,0,1,1,1,1,10
IJCAI,2022,Plurality Veto: A Simple Voting Rule Achieving Optimal Metric Distortion,"Fatih Erdem Kizilkaya, David Kempe",Agent-based and Multi-agent Systems: Computational Social Choice,0050,IJCAI/2022/Proceedings/0050 - Plurality Veto: A Simple Voting Rule Achieving Optimal Metric Distortion.pdf,Distinguished Paper,True,False,0,0,1,1,1,1,8
